IngestionId,Size,Cycle,molecule_count,x,y,z,cumulative_count,distance_rank_per_size,scaled,R,G,B
1176821039123,6,29,12,65.8306,-42.93004,-34.039757,1121,17,2.6739922,0.15294118,0.0,0.84705883
1176821039123,6,30,10,65.8306,-42.93004,-34.039757,1131,17,2.6769526,0.15294118,0.0,0.84705883
1176821039123,6,31,5,65.8306,-42.93004,-34.039757,1136,17,2.678423,0.15294118,0.0,0.84705883
1176821039123,6,32,7,65.8306,-42.93004,-34.039757,1143,17,2.6804705,0.15294118,0.0,0.84705883
1176821039123,6,33,13,65.8306,-42.93004,-34.039757,1156,17,2.6842403,0.15294118,0.0,0.84705883
1176821039123,6,34,15,65.8306,-42.93004,-34.039757,1171,17,2.6885378,0.15294118,0.0,0.84705883
1176821039123,6,35,25,65.8306,-42.93004,-34.039757,1196,17,2.6955793,0.15294118,0.0,0.84705883
1176821039123,6,36,20,65.8306,-42.93004,-34.039757,1216,17,2.7011073,0.15294118,0.0,0.84705883
1176821039123,6,37,4,65.8306,-42.93004,-34.039757,1220,17,2.702202,0.15294118,0.0,0.84705883
1176821039123,6,38,4,65.8306,-42.93004,-34.039757,1224,17,2.703293,0.15294118,0.0,0.84705883
1176821039123,6,39,29,65.8306,-42.93004,-34.039757,1253,17,2.7110987,0.15294118,0.0,0.84705883
1176821039123,6,40,9,65.8306,-42.93004,-34.039757,1262,17,2.7134843,0.15294118,0.0,0.84705883
2027224563725,5,0,3,61.915684,-43.8397,-34.585163,3,19,0.69953746,0.050980393,0.0,0.9490196
2027224563725,5,1,15,61.915684,-43.8397,-34.585163,18,19,1.2967906,0.050980393,0.0,0.9490196
2027224563725,5,2,5,61.915684,-43.8397,-34.585163,23,19,1.3784981,0.050980393,0.0,0.9490196
2027224563725,5,3,82,61.915684,-43.8397,-34.585163,105,19,1.8846534,0.050980393,0.0,0.9490196
2027224563725,5,4,38,61.915684,-43.8397,-34.585163,143,19,1.9876149,0.050980393,0.0,0.9490196
2027224563725,5,5,49,61.915684,-43.8397,-34.585163,192,19,2.0858319,0.050980393,0.0,0.9490196
2027224563725,5,6,32,61.915684,-43.8397,-34.585163,224,19,2.1372154,0.050980393,0.0,0.9490196
2027224563725,5,7,38,61.915684,-43.8397,-34.585163,262,19,2.189448,0.050980393,0.0,0.9490196
2027224563725,5,8,99,61.915684,-43.8397,-34.585163,361,19,2.2962925,0.050980393,0.0,0.9490196
2027224563725,5,9,214,61.915684,-43.8397,-34.585163,575,19,2.4514568,0.050980393,0.0,0.9490196
2027224563725,5,10,163,61.915684,-43.8397,-34.585163,738,19,2.534648,0.050980393,0.0,0.9490196
2027224563725,5,11,114,61.915684,-43.8397,-34.585163,852,19,2.5825288,0.050980393,0.0,0.9490196
2027224563725,5,12,238,61.915684,-43.8397,-34.585163,1090,19,2.6646442,0.050980393,0.0,0.9490196
2027224563725,5,13,284,61.915684,-43.8397,-34.585163,1374,19,2.7418272,0.050980393,0.0,0.9490196
